"fecha","indicativo","nombre","provincia","altitud","tmed","prec","tmin","horatmin","tmax","horatmax","dir","velmedia","racha","horaracha","presMax","horaPresMax","presMin","horaPresMin","hrMedia","hrMax","horaHrMax","hrMin","horaHrMin"
"2023-07-20","3195","MADRID, RETIRO","MADRID","667","28,6","0,0","20,9","05:40","36,4","14:10","23","3,3","10,8","12:00","939,0","08","935,7","18","23","47","06:50","10","13:30"
"2023-07-21","3195","MADRID, RETIRO","MADRID","667","26,3","0,0","20,7","04:50","31,9","14:30","28","2,2","9,7","16:40","939,3","24","936,8","17","28","52","04:50","13","16:20"
"2023-07-22","3195","MADRID, RETIRO","MADRID","667","25,5","0,0","19,3","05:40","31,7","14:40","05","1,7","8,3","00:20","941,5","10","938,7","17","36","61","07:00","21","Varias"
"2023-07-23","3195","MADRID, RETIRO","MADRID","667","28,0","0,0","19,8","05:40","36,3","14:30","23","2,5","10,6","14:50","940,3","08","936,2","17","24","56","08:10","12","Varias"
"2023-07-24","3195","MADRID, RETIRO","MADRID","667","25,8","0,0","19,2","06:10","32,5","13:40","23","2,8","10,6","13:20","938,4","24","934,7","15","30","49","06:20","21","12:00"
"2023-07-25","3195","MADRID, RETIRO","MADRID","667","24,6","0,0","17,4","05:10","31,9","Varias","28","2,2","8,6","17:40","940,7","24","937,8","17","29","62","04:50","14","16:20"
"2023-07-26","3195","MADRID, RETIRO","MADRID","667","25,5","0,0","18,1","06:10","32,9","14:20","05","1,7","6,7","00:10","942,8","Varias","938,5","Varias","30","52","05:40","16","14:00"
"2023-07-27","3195","MADRID, RETIRO","MADRID","667","27,7","0,0","21,2","06:40","34,2","13:40","27","3,1","11,1","14:30","939,4","08","936,4","18","32","61","07:30","11","15:40"
"2023-07-28","3195","MADRID, RETIRO","MADRID","667","26,9","0,0","19,8","05:30","34,0","14:40","27","1,9","8,9","15:10","940,2","09","937,2","17","27","56","06:20","12","17:10"
"2023-07-29","3195","MADRID, RETIRO","MADRID","667","28,8","0,0","21,0","05:20","36,6","14:10","26","2,5","10,8","13:30","940,3","09","937,6","17","25","51","03:50","18","14:30"
"2023-07-30","3195","MADRID, RETIRO","MADRID","667","29,6","0,0","22,4","05:50","36,8","14:00","22","2,5","8,6","15:30","942,4","09","939,9","17","28","51","03:20","15","15:30"
"2023-07-31","3195","MADRID, RETIRO","MADRID","667","30,0","0,0","23,4","06:00","36,6","13:10","32","2,2","7,8","19:40","942,4","08","938,1","18","30","53","05:40","15","17:10"
"2023-08-01","3195","MADRID, RETIRO","MADRID","667","28,9","0,0","21,2","06:10","36,6","14:10","30","1,4","6,1","01:50","940,6","Varias","936,7","18","26","53","05:10","12","13:40"
"2023-08-02","3195","MADRID, RETIRO","MADRID","667","28,9","0,0","22,1","05:50","35,7","14:00","35","3,3","10,3","18:40","937,7","00","934,6","17","27","57","06:20","15","12:50"
"2023-08-03","3195","MADRID, RETIRO","MADRID","667","26,8","0,0","20,9","23:59","32,8","14:10","05","2,2","10,8","23:59","941,1","24","936,4","16","30","64","05:20","13","15:40"
"2023-08-04","3195","MADRID, RETIRO","MADRID","667","22,4","0,0","15,8","05:50","29,0","14:20","04","3,3","11,4","00:40","946,1","24","941,1","00","31","53","02:40","17","15:20"
"2023-08-05","3195","MADRID, RETIRO","MADRID","667","24,3","0,0","15,6","05:50","33,0","14:50","09","1,4","7,5","00:20","946,1","00","940,6","18","32","61","Varias","15","14:30"
"2023-08-06","3195","MADRID, RETIRO","MADRID","667","28,2","0,0","20,1","06:30","36,3","14:30","99","3,3","10,0","Varias","942,8","08","939,0","18","28","53","07:10","10","Varias"
"2023-08-07","3195","MADRID, RETIRO","MADRID","667","27,8","0,0","19,0","06:00","36,5","14:40","05","1,7","9,2","00:20","943,2","09","939,0","18","22","39","22:50","17","15:30"
"2023-08-08","3195","MADRID, RETIRO","MADRID","667","30,2","0,0","22,6","06:20","37,8","14:40","99","1,9","6,7","Varias","941,4","07","938,3","18","28","56","08:20","17","Varias"
"2023-08-09","3195","MADRID, RETIRO","MADRID","667","31,8","0,0","24,2","05:20","39,5","14:30","26","1,1","9,2","17:00","943,0","22","939,7","01","27","45","05:00","16","16:20"
"2023-08-10","3195","MADRID, RETIRO","MADRID","667","30,4","0,0","22,8","06:50","38,0","14:40","26","1,9","8,3","13:40","945,2","24","942,5","03","24","54","06:40","10","15:30"
"2023-08-11","3195","MADRID, RETIRO","MADRID","667","31,2","0,0","23,5","04:10","38,8","14:30","24","1,7","6,1","17:30","946,6","09","942,7","18","19","41","04:10","12","14:30"
"2023-08-12","3195","MADRID, RETIRO","MADRID","667","30,6","0,0","23,4","03:40","37,9","14:20","24","1,4","6,7","13:50","944,1","09","939,8","18","27","45","07:40","16","Varias"
"2023-08-13","3195","MADRID, RETIRO","MADRID","667","30,6","0,0","23,4","06:00","37,8","14:10","14","2,8","9,7","15:30","941,0","Varias","936,3","17","33","67","07:10","11","18:10"
"2023-08-14","3195","MADRID, RETIRO","MADRID","667","29,2","0,0","22,3","05:20","36,2","14:20","21","2,2","8,1","11:00","939,0","09","936,6","17","26","51","06:40","10","17:40"
"2023-08-15","3195","MADRID, RETIRO","MADRID","667","28,4","0,0","20,3","05:20","36,6","13:40","20","1,7","7,5","14:30","939,8","08","936,7","18","21","43","06:40","12","14:30"
"2023-08-16","3195","MADRID, RETIRO","MADRID","667","28,1","0,0","19,9","05:50","36,3","14:10","22","1,9","8,1","14:30","939,9","08","936,8","18","24","52","07:40","14","14:30"
"2023-08-17","3195","MADRID, RETIRO","MADRID","667","28,6","0,0","20,9","05:20","36,2","14:20","26","1,9","7,8","15:10","939,4","09","936,6","18","25","48","05:10","15","11:50"
"2023-08-18","3195","MADRID, RETIRO","MADRID","667","27,5","0,0","20,6","06:20","34,4","14:10","24","2,5","9,7","16:40","940,5","23","937,8","01","26","46","07:00","13","16:20"
"2023-08-19","3195","MADRID, RETIRO","MADRID","667","29,0","0,0","21,3","06:40","36,7","14:20","23","1,4","6,4","13:40","943,2","Varias","940,3","00","27","52","04:10","16","14:20"
"2023-08-20","3195","MADRID, RETIRO","MADRID","667","29,9","0,0","21,8","06:20","38,0","14:00","22","1,4","5,3","13:30","944,7","10","942,1","18","27","52","06:40","11","Varias"
"2023-08-21","3195","MADRID, RETIRO","MADRID","667","32,5","0,0","25,0","05:00","40,0","14:00","15","1,4","6,9","23:20","945,2","09","941,3","17","26","50","03:30","16","Varias"
"2023-08-22","3195","MADRID, RETIRO","MADRID","667","32,2","0,0","24,7","06:30","39,7","14:20","15","1,7","8,1","22:40","944,3","09","940,1","18","23","45","04:00","13","13:40"
"2023-08-23","3195","MADRID, RETIRO","MADRID","667","32,3","0,0","25,7","06:10","38,9","14:20","18","3,1","8,3","16:00","942,9","07","939,2","18","21","35","02:50","13","15:30"
"2023-08-24","3195","MADRID, RETIRO","MADRID","667","31,6","0,0","24,1","06:00","39,0","14:20","23","2,2","7,5","14:50","941,2","07","938,1","18","23","42","05:40","11","14:40"
"2023-08-25","3195","MADRID, RETIRO","MADRID","667","30,4","0,0","22,9","05:50","37,8","14:00","24","2,8","11,4","14:20","940,5","10","937,1","16","21","43","07:10","12","13:30"
"2023-08-26","3195","MADRID, RETIRO","MADRID","667","25,7","0,0","19,9","23:59","31,5","14:50","25","4,2","15,6","16:10","938,1","00","933,0","18","25","41","23:59","13","16:10"
"2023-08-27","3195","MADRID, RETIRO","MADRID","667","20,0","0,0","16,1","06:10","23,8","13:40","03","3,9","13,1","07:30","944,8","23","934,9","Varias","32","53","05:20","22","17:50"
"2023-08-28","3195","MADRID, RETIRO","MADRID","667","21,2","0,0","15,1","05:50","27,2","15:30","05","1,9","6,9","17:50","944,9","08","940,4","18","35","55","Varias","24","Varias"
"2023-08-29","3195","MADRID, RETIRO","MADRID","667","23,0","0,0","17,1","06:30","28,9","14:30","05","3,3","9,2","17:20","941,0","00","936,7","17","38","58","06:30","25","14:20"
"2023-08-30","3195","MADRID, RETIRO","MADRID","667","22,0","0,0","16,2","07:00","27,8","13:30","06","1,1","6,7","00:30","939,3","24","936,6","16","36","55","07:20","23","16:50"
"2023-08-31","3195","MADRID, RETIRO","MADRID","667","24,4","","17,4","Varias","31,4","14:10","99","0,8","6,4","Varias","942,1","10","938,9","18","33","56","03:50","18","16:10"
"2023-09-01","3195","MADRID, RETIRO","MADRID","667","25,0","","18,4","06:00","31,6","14:30","27","2,2","9,4","13:50","941,0","10","935,9","Varias","32","50","06:10","22","13:10"
"2023-09-02","3195","MADRID, RETIRO","MADRID","667","19,3","","15,4","23:59","23,2","00:00","05","3,6","11,9","13:40","939,4","24","934,7","05","70","97","23:50","42","00:40"
"2023-09-03","3195","MADRID, RETIRO","MADRID","667","18,2","","15,4","00:00","20,9","21:20","12","2,2","9,7","20:50","938,8","00","934,1","19","94","98","Varias","79","21:10"
"2023-09-04","3195","MADRID, RETIRO","MADRID","667","19,7","","16,1","07:10","23,3","16:40","25","1,7","10,3","03:50","940,5","24","936,2","03","86","99","Varias","57","17:40"
"2023-09-05","3195","MADRID, RETIRO","MADRID","667","22,0","","16,7","05:40","27,3","14:10","99","0,6","5,0","Varias","942,2","10","939,6","Varias","69","98","05:40","43","15:10"
"2023-09-06","3195","MADRID, RETIRO","MADRID","667","22,8","","18,1","06:00","27,6","14:10","16","1,4","5,6","12:40","942,7","10","940,0","17","70","97","06:20","39","16:00"
"2023-09-07","3195","MADRID, RETIRO","MADRID","667","24,4","","19,9","06:00","29,0","14:20","99","1,4","5,0","Varias","942,4","10","940,0","18","63","80","Varias","40","14:20"
"2023-09-08","3195","MADRID, RETIRO","MADRID","667","24,8","","20,3","06:20","29,4","14:10","13","1,4","6,7","22:40","941,9","10","938,4","Varias","60","93","22:00","36","14:50"
"2023-09-09","3195","MADRID, RETIRO","MADRID","667","23,4","","19,3","22:50","27,4","14:00","12","1,1","7,2","16:00","941,7","22","938,5","02","69","94","23:30","44","14:30"
"2023-09-10","3195","MADRID, RETIRO","MADRID","667","23,7","","18,5","04:50","28,9","13:50","99","1,7","5,3","Varias","941,8","10","938,6","Varias","62","94","19:20","41","16:50"
"2023-09-11","3195","MADRID, RETIRO","MADRID","667","21,6","","17,1","06:30","26,0","13:30","26","1,9","7,5","12:00","940,6","09","938,2","17","62","98","06:50","38","13:10"
"2023-09-12","3195","MADRID, RETIRO","MADRID","667","22,2","","17,5","04:30","27,0","14:00","05","1,7","8,1","23:40","941,3","24","938,5","15","59","87","04:50","35","14:00"
"2023-09-13","3195","MADRID, RETIRO","MADRID","667","21,9","","16,5","06:10","27,3","14:20","05","2,2","8,6","07:00","942,8","10","940,2","16","52","79","06:10","29","17:20"
"2023-09-14","3195","MADRID, RETIRO","MADRID","667","22,6","","18,4","05:40","26,7","14:00","14","1,7","7,5","23:59","943,1","09","938,1","Varias","62","74","07:40","51","16:00"
"2023-09-15","3195","MADRID, RETIRO","MADRID","667","19,9","","15,5","06:40","24,3","15:40","26","1,4","10,8","20:10","939,0","00","934,0","17","72","96","Varias","50","15:20"
"2023-09-16","3195","MADRID, RETIRO","MADRID","667","19,1","","16,0","05:40","22,2","14:00","18","1,7","6,4","15:40","936,9","11","934,3","05","75","97","04:10","58","17:20"
"2023-09-17","3195","MADRID, RETIRO","MADRID","667","17,0","","14,9","23:20","19,2","00:00","26","1,7","8,6","12:10","939,9","23","935,0","06","88","97","10:30","72","00:00"
"2023-09-18","3195","MADRID, RETIRO","MADRID","667","17,2","","14,5","02:10","20,0","12:10","24","1,4","5,8","15:40","943,5","22","939,4","03","78","94","Varias","64","12:10"
"2023-09-19","3195","MADRID, RETIRO","MADRID","667","18,4","","13,6","Varias","23,2","16:00","02","1,1","5,6","22:30","943,4","01","938,6","17","65","97","Varias","38","15:40"
"2023-09-20","3195","MADRID, RETIRO","MADRID","667","18,7","","13,5","Varias","23,9","13:10","28","2,5","10,6","13:20","939,3","00","935,9","17","58","89","06:50","37","14:30"
"2023-09-21","3195","MADRID, RETIRO","MADRID","667","16,5","","14,4","06:00","18,6","14:10","24","3,6","11,1","09:40","936,3","00","932,4","15","76","92","12:00","51","00:10"
"2023-09-22","3195","MADRID, RETIRO","MADRID","667","16,1","","11,7","06:00","20,5","13:40","29","2,2","8,9","14:40","941,7","23","935,0","01","47","68","03:50","34","13:50"
"2023-09-23","3195","MADRID, RETIRO","MADRID","667","16,4","","10,7","06:00","22,2","13:30","99","0,8","4,7","Varias","945,4","23","941,3","00","52","80","06:50","34","13:20"
"2023-09-24","3195","MADRID, RETIRO","MADRID","667","19,0","","12,7","06:10","25,3","13:40","04","1,7","5,8","23:30","946,4","09","943,5","17","48","78","05:30","24","15:40"
"2023-09-25","3195","MADRID, RETIRO","MADRID","667","20,6","","13,5","05:20","27,8","13:30","04","1,4","5,0","07:30","945,3","09","942,6","17","43","73","Varias","23","13:20"
"2023-09-26","3195","MADRID, RETIRO","MADRID","667","21,3","","15,6","06:20","27,0","Varias","06","1,4","5,8","06:10","945,0","09","942,1","17","46","69","Varias","30","15:40"
"2023-09-27","3195","MADRID, RETIRO","MADRID","667","21,6","","16,1","05:40","27,1","15:20","99","1,7","5,6","Varias","944,6","10","941,7","16","51","74","23:59","33","16:30"
"2023-09-28","3195","MADRID, RETIRO","MADRID","667","21,8","","15,4","06:20","28,2","13:40","06","1,4","6,7","23:59","944,9","24","942,4","03","56","83","06:00","29","16:20"
"2023-09-29","3195","MADRID, RETIRO","MADRID","667","22,8","","15,7","06:20","29,9","13:30","99","1,1","6,7","Varias","947,8","24","944,7","00","47","76","04:10","26","13:10"
"2023-09-30","3195","MADRID, RETIRO","MADRID","667","23,8","","18,4","06:40","29,2","13:30","99","1,1","4,2","Varias","949,7","09","946,5","17","48","74","23:50","33","14:30"
"2023-10-01","3195","MADRID, RETIRO","MADRID","667","24,0","","18,1","06:40","30,0","13:40","99","1,9","5,6","Varias","948,4","09","944,9","18","40","73","00:00","21","15:00"
"2023-10-02","3195","MADRID, RETIRO","MADRID","667","23,2","","17,4","06:00","29,0","Varias","03","1,4","5,6","04:50","947,2","10","944,7","16","39","56","00:00","24","15:30"
"2023-10-03","3195","MADRID, RETIRO","MADRID","667","23,0","","17,1","06:50","29,0","13:40","04","1,4","7,5","Varias","948,3","10","945,7","02","43","61","02:00","28","14:30"
"2023-10-04","3195","MADRID, RETIRO","MADRID","667","22,0","","17,3","06:50","26,8","16:00","04","1,4","7,8","01:00","950,5","Varias","947,0","17","55","73","23:30","42","16:10"
"2023-10-05","3195","MADRID, RETIRO","MADRID","667","23,3","","17,4","Varias","29,2","Varias","04","1,1","6,7","22:00","949,3","10","946,3","17","45","80","03:00","24","15:50"
"2023-10-06","3195","MADRID, RETIRO","MADRID","667","24,0","","18,0","06:10","30,1","13:40","04","1,7","6,7","07:40","949,1","Varias","946,2","17","37","61","01:20","20","12:10"
"2023-10-07","3195","MADRID, RETIRO","MADRID","667","23,6","","18,2","06:20","29,0","14:30","06","1,4","6,1","04:10","949,0","10","946,5","17","36","50","01:20","22","14:40"
"2023-10-08","3195","MADRID, RETIRO","MADRID","667","23,0","","17,0","07:10","29,0","14:30","06","1,4","5,0","05:40","949,0","10","946,4","16","37","58","03:10","22","15:40"
"2023-10-09","3195","MADRID, RETIRO","MADRID","667","22,1","","16,7","07:00","27,5","13:20","06","1,1","4,7","04:30","949,3","09","945,8","17","40","57","23:20","25","15:00"
"2023-10-10","3195","MADRID, RETIRO","MADRID","667","21,2","","16,0","06:30","26,4","13:10","04","1,1","6,7","22:50","947,4","09","944,2","Varias","39","67","01:10","29","Varias"
"2023-10-11","3195","MADRID, RETIRO","MADRID","667","20,8","","15,2","07:10","26,3","13:20","05","1,1","5,0","04:20","946,6","09","943,5","16","43","64","03:30","30","14:40"
"2023-10-12","3195","MADRID, RETIRO","MADRID","667","20,2","","13,7","06:40","26,7","13:20","04","1,1","5,3","02:10","946,6","09","943,3","17","40","66","01:20","24","14:10"
"2023-10-13","3195","MADRID, RETIRO","MADRID","667","20,6","","15,9","06:50","25,3","14:50","32","1,7","7,5","19:00","944,8","24","942,6","16","42","65","23:59","30","15:50"
"2023-10-14","3195","MADRID, RETIRO","MADRID","667","18,0","","14,9","07:20","21,2","14:10","26","0,8","4,7","13:50","945,5","Varias","943,2","Varias","74","95","05:20","57","15:50"
"2023-10-15","3195","MADRID, RETIRO","MADRID","667","17,3","","13,5","05:30","21,1","12:50","99","1,1","4,2","Varias","943,5","00","938,4","24","73","96","23:59","57","Varias"
"2023-10-16","3195","MADRID, RETIRO","MADRID","667","17,4","","14,9","07:00","20,0","14:20","22","1,7","7,5","12:00","938,5","00","934,6","24","76","97","00:20","59","15:20"
"2023-10-17","3195","MADRID, RETIRO","MADRID","667","19,4","","15,7","03:30","23,2","14:40","22","2,8","15,0","17:00","934,6","00","929,2","17","65","94","01:40","46","14:30"
"2023-10-18","3195","MADRID, RETIRO","MADRID","667","18,1","","15,6","23:59","20,6","14:20","23","4,4","13,3","15:40","933,7","10","929,5","24","81","96","01:10","60","Varias"
"2023-10-19","3195","MADRID, RETIRO","MADRID","667","13,8","","10,9","23:59","16,7","14:30","23","2,5","16,4","13:50","930,2","00","914,4","18","99","99","Varias","83","00:00"
"2023-10-20","3195","MADRID, RETIRO","MADRID","667","13,2","","10,5","05:30","15,8","13:50","28","3,3","15,8","15:20","930,5","24","918,0","00","75","99","Varias","43","14:50"
"2023-10-21","3195","MADRID, RETIRO","MADRID","667","12,0","","7,8","06:30","16,2","13:20","23","1,7","6,7","14:00","934,2","22","930,5","00","67","84","07:10","49","Varias"
"2023-10-22","3195","MADRID, RETIRO","MADRID","667","12,8","","10,2","Varias","15,5","13:50","01","2,8","10,0","21:40","933,5","01","922,5","22","73","99","Varias","53","11:30"
"2023-10-23","3195","MADRID, RETIRO","MADRID","667","12,5","","10,2","07:30","14,8","13:50","26","1,7","8,9","00:40","935,8","24","924,2","00","90","99","Varias","74","13:20"
"2023-10-24","3195","MADRID, RETIRO","MADRID","667","11,2","","9,1","06:30","13,2","14:40","25","3,3","11,4","13:00","939,2","11","935,6","00","84","98","Varias","70","13:30"
"2023-10-25","3195","MADRID, RETIRO","MADRID","667","14,5","","11,8","00:30","17,2","14:50","24","3,9","10,0","16:50","939,3","11","936,0","04","88","99","Varias","77","13:30"
"2023-10-26","3195","MADRID, RETIRO","MADRID","667","14,9","","11,6","23:59","18,2","14:00","24","3,6","15,8","13:30","937,8","00","929,1","14","93","98","03:30","67","23:20"
"2023-10-27","3195","MADRID, RETIRO","MADRID","667","12,2","","9,3","06:50","15,0","16:00","26","3,1","11,7","10:40","935,6","11","933,3","04","86","97","03:00","72","10:40"
"2023-10-28","3195","MADRID, RETIRO","MADRID","667","14,2","","11,7","04:30","16,6","13:50","99","3,6","11,1","Varias","935,3","00","931,8","17","80","97","Varias","65","13:50"
"2023-10-29","3195","MADRID, RETIRO","MADRID","667","14,4","","12,5","06:50","16,3","15:00","22","3,1","9,7","12:20","932,2","00","928,4","24","79","97","00:00","69","12:50"
"2023-10-30","3195","MADRID, RETIRO","MADRID","667","12,3","","8,7","23:20","15,9","13:20","27","3,1","9,4","14:10","938,7","24","926,9","05","78","99","Varias","49","14:20"
"2023-10-31","3195","MADRID, RETIRO","MADRID","667","10,0","","7,5","06:50","12,6","15:10","24","0,6","4,7","03:20","941,4","11","938,5","00","89","99","07:00","71","14:10"
"2023-11-01","3195","MADRID, RETIRO","MADRID","667","11,3","","8,3","00:20","14,3","21:20","24","3,1","16,7","23:10","939,7","09","933,7","24","95","99","Varias","89","22:30"
"2023-11-02","3195","MADRID, RETIRO","MADRID","667","11,5","","7,1","23:40","15,9","13:30","24","6,4","18,6","07:00","933,7","00","923,6","13","67","99","Varias","53","17:40"
"2023-11-03","3195","MADRID, RETIRO","MADRID","667","10,1","","7,1","00:00","13,1","15:30","28","4,4","11,9","12:40","933,3","18","930,7","13","83","94","08:20","58","15:30"
"2023-11-04","3195","MADRID, RETIRO","MADRID","667","11,8","","9,7","23:50","13,9","16:50","28","5,6","15,0","16:50","932,3","00","922,0","16","92","99","Varias","76","Varias"
"2023-11-05","3195","MADRID, RETIRO","MADRID","667","11,0","","8,5","05:50","13,4","12:40","25","2,8","11,7","00:10","937,6","24","928,4","00","77","93","07:30","62","13:20"
"2023-11-06","3195","MADRID, RETIRO","MADRID","667","9,0","","5,2","07:10","12,9","15:20","25","1,7","7,8","10:20","944,1","Varias","937,5","01","72","98","04:20","41","15:00"
"2023-11-07","3195","MADRID, RETIRO","MADRID","667","6,8","","3,4","07:00","10,1","13:50","32","1,4","6,7","01:20","946,9","22","943,9","01","83","96","22:30","68","01:50"
"2023-11-08","3195","MADRID, RETIRO","MADRID","667","8,2","","4,9","02:50","11,5","14:20","24","1,7","6,4","23:10","947,8","09","942,3","24","84","99","Varias","71","14:10"
"2023-11-09","3195","MADRID, RETIRO","MADRID","667","12,6","","9,6","Varias","15,5","14:40","28","2,2","8,3","09:30","942,3","00","940,0","04","74","98","Varias","47","13:40"
"2023-11-10","3195","MADRID, RETIRO","MADRID","667","11,2","","7,9","06:30","14,6","14:50","22","2,8","9,4","23:59","942,5","11","940,0","04","72","98","23:30","62","11:50"
"2023-11-11","3195","MADRID, RETIRO","MADRID","667","14,6","","11,5","00:00","17,6","13:30","26","3,6","11,7","03:00","942,6","22","939,1","05","89","98","Varias","81","13:10"
"2023-11-12","3195","MADRID, RETIRO","MADRID","667","15,2","","11,9","07:30","18,6","14:30","28","1,7","8,3","11:50","947,2","22","941,8","02","84","99","Varias","67","13:00"
"2023-11-13","3195","MADRID, RETIRO","MADRID","667","14,8","","11,6","23:50","18,0","14:00","24","1,7","6,4","10:20","949,0","22","946,3","04","85","99","00:30","71","15:00"
"2023-11-14","3195","MADRID, RETIRO","MADRID","667","13,0","","10,3","03:30","15,8","15:10","16","0,8","3,6","13:00","949,2","Varias","947,0","16","93","99","Varias","82","15:30"
"2023-11-15","3195","MADRID, RETIRO","MADRID","667","13,1","","10,5","23:00","15,7","Varias","08","1,4","4,7","02:10","949,8","10","947,0","16","90","99","Varias","78","14:20"
"2023-11-16","3195","MADRID, RETIRO","MADRID","667","12,2","","10,8","00:00","13,7","Varias","16","0,8","2,8","17:10","949,0","22","946,5","04","97","99","Varias","90","15:10"
"2023-11-17","3195","MADRID, RETIRO","MADRID","667","13,5","","10,9","07:00","16,1","15:00","14","0,8","3,9","14:30","950,2","24","947,5","Varias","91","99","Varias","77","13:30"
"2023-11-18","3195","MADRID, RETIRO","MADRID","667","12,7","","8,3","06:40","17,1","15:40","06","1,1","4,7","22:10","950,6","10","948,0","24","82","99","01:30","60","15:50"
"2023-11-19","3195","MADRID, RETIRO","MADRID","667","12,9","","8,3","06:20","17,5","14:10","05","1,1","3,6","02:00","948,0","00","943,8","16","79","99","07:00","56","14:50"
"2023-11-20","3195","MADRID, RETIRO","MADRID","667","12,4","","7,6","07:40","17,3","15:40","30","0,8","6,9","18:50","944,3","00","941,1","17","84","96","07:30","62","18:40"
"2023-11-21","3195","MADRID, RETIRO","MADRID","667","10,4","","7,5","07:20","13,2","13:10","35","2,5","11,1","22:20","945,7","22","942,3","01","59","89","03:40","46","13:30"
"2023-11-22","3195","MADRID, RETIRO","MADRID","667","10,3","","7,1","06:00","13,5","12:20","02","3,9","13,9","15:30","946,2","24","943,7","16","52","77","05:50","43","14:50"
"2023-11-23","3195","MADRID, RETIRO","MADRID","667","8,4","0,0","3,0","07:20","13,7","14:40","05","1,7","8,9","13:10","948,6","10","944,2","24","52","84","06:30","20","13:10"
"2023-11-24","3195","MADRID, RETIRO","MADRID","667","9,0","0,0","3,1","06:40","14,8","15:00","04","0,8","3,9","05:30","944,5","00","939,2","15","59","86","08:40","40","13:10"
"2023-11-25","3195","MADRID, RETIRO","MADRID","667","9,4","0,0","3,3","07:10","15,5","15:10","05","1,1","5,0","22:50","940,6","09","937,7","15","69","94","Varias","45","15:00"
"2023-11-26","3195","MADRID, RETIRO","MADRID","667","9,0","0,0","4,9","07:20","13,2","15:30","05","1,1","6,4","03:10","941,2","10","938,6","01","67","86","Varias","53","14:20"
